codigo,nome,turma,docente,horario,qnt_vagas,local,departamento_id
FDD0258,FDD0258 - ATUALIZAÇÃO E PRÁTICA DO DIREITO 5,01,CLAUDIA ROSANE ROESLER ,2T2345 ,10,FD A1 06,370
FDD0258,FDD0258 - ATUALIZAÇÃO E PRÁTICA DO DIREITO 5,03,LUCIANO GOES ,3N1234 ,30,FD A1 13,370
FDD0258,FDD0258 - ATUALIZAÇÃO E PRÁTICA DO DIREITO 5,04,LUIZ ALBERTO GURGEL DE FARIA ,3M1234 ,30,FD A1 15,370
FDD0258,FDD0258 - ATUALIZAÇÃO E PRÁTICA DO DIREITO 5,06,CRISTIANO OTAVIO PAIXAO ARAUJO PINTO ,6M1234 ,30,FD C1-09,370
FDD0258,FDD0258 - ATUALIZAÇÃO E PRÁTICA DO DIREITO 5,08,ALEXANDRE KEHRIG VERONESE AGUIAR ,4N1234 ,15,FD A1 13,370
FDD0259,FDD0259 - ESTÁGIO 1,01,DANIELA MARQUES DE MORAES ,35N34 ,45,FD A1 06,370
FDD0259,FDD0259 - ESTÁGIO 1,02,LIVIA GIMENES DIAS DA FONSECA ,6M1234 ,30,FD A1 15,370
FDD0259,FDD0259 - ESTÁGIO 1,03,CARLOS TADEU DE CARVALHO MOREIRA ,24M34 ,45,BSA N A1 63/11,370
FDD0259,FDD0259 - ESTÁGIO 1,04,CARLOS TADEU DE CARVALHO MOREIRA ,4N1234 ,45,BSA N A1 07/08,370
FDD0261,FDD0261 - ESTÁGIO 2,01,TALITA TATIANA DIAS RAMPIN ,3M1234 ,30,FD A1 11,370
FDD0261,FDD0261 - ESTÁGIO 2,02,A DEFINIR DOCENTE,2N1234 ,30,FD A1 11,370
FDD0261,FDD0261 - ESTÁGIO 2,03,TALITA TATIANA DIAS RAMPIN ,5M1234 ,30,FD A1 11,370
FDD0261,FDD0261 - ESTÁGIO 2,04,A DEFINIR DOCENTE,4N12 5N34 ,30,FD A1 11,370
FDD0262,FDD0262 - ESTÁGIO 3,02,ANDRE MACEDO DE OLIVEIRA ,37M12 ,36,FD A1 07,370
FDD0262,FDD0262 - ESTÁGIO 3,03,BENEDITO CEREZZO PEREIRA FILHO ,35N12 ,25,FD A1 11,370
FDD0262,FDD0262 - ESTÁGIO 3,04,JORGE OCTAVIO LAVOCAT GALVAO ,24M12 ,35,FD A1 09,370
FDD0263,FDD0263 - ESTÁGIO 4,01,ROBERTA SIMOES NASCIMENTO ,35N34 ,30,FD A1 07,370
FDD0263,FDD0263 - ESTÁGIO 4,02,ROBERTA SIMOES NASCIMENTO ,35N12 ,30,FD A1 07,370
FDD0263,FDD0263 - ESTÁGIO 4,03,LIVIA GIMENES DIAS DA FONSECA ,4M1234 ,40,FD Auditório Miroslav,370
FDD0264,FDD0264 - ESTÁGIO 5,01,PAULA PESSOA PEREIRA ,24M5 24T1 Segunda-feira 12:00 às 13:50Quarta-feira 12:00 às 13:50,65,FD Auditório,370
FDD0264,FDD0264 - ESTÁGIO 5,02,PAULA PESSOA PEREIRA ,35M5 35T1 Terça-feira 12:00 às 13:50Quinta-feira 12:00 às 13:50,65,FD Auditório,370
FDD0267,FDD0267 - DIREITO DO TRABALHO,01,A DEFINIR DOCENTE,35N12 ,65,BSA N A1 09/41,370
FDD0267,FDD0267 - DIREITO DO TRABALHO,02,GABRIELA NEVES DELGADO ,24M34 ,60,FD A1 10,370
FDD0268,FDD0268 - DIREITO COLETIVO DO TRABALHO,01,GUILHERME SCHOLZ ,6N1234 ,65,FD AT 03,370
FDD0268,FDD0268 - DIREITO COLETIVO DO TRABALHO,02,ERICA FERNANDES TEIXEIRA VALENTE ,24M12 ,65,FD AT 03,370
FDD0269,FDD0269 - REDAÇÃO DE MONOGRAFIA,01,WILSON ROBERTO THEODORO FILHO ,7T2345 Sábado 14:00 às 17:50,60,FD Auditório,370
FDD0269,FDD0269 - REDAÇÃO DE MONOGRAFIA,02,MIKHAIL VIEIRA DE LORENZI CANCELIER ,7M1234 ,60,FD A1 06,370
FDD0269,FDD0269 - REDAÇÃO DE MONOGRAFIA,04,WILSON ROBERTO THEODORO FILHO ,7N1234 Sábado 19:00 às 22:30,60,FD Auditório,370
FDD0272,FDD0272 - ÉTICA E DIREITO,01,MARIANA DEVEZAS RODRIGUES MURIAS DE MENEZES ,6M1234 ,65,FD AT 07,370
FDD0272,FDD0272 - ÉTICA E DIREITO,02,A DEFINIR DOCENTE,6N1234 ,65,FD AT 05/06,370
FDD0272,FDD0272 - ÉTICA E DIREITO,03,A DEFINIR DOCENTE,6T2345 ,60,FD AT 05/06,370
FDD0277,FDD0277 - DIREITO AMBIENTAL,01,NICOLAO DINO DE CASTRO E COSTA NETO ,6M1234 ,30,FD A1 11,370
FDD0278,FDD0278 - EXAME DE PROFICIÊNCIA 1,01,JOAO COSTA RIBEIRO NETO ,7T1 Sábado 12:55 às 13:50,120,FD Auditório,370
FDD0278,FDD0278 - EXAME DE PROFICIÊNCIA 1,02,JOAO COSTA RIBEIRO NETO ,7M5 Sábado 12:00 às 12:55,120,FD Auditório,370
FDD0279,FDD0279 - EXAME DE PROFICIÊNCIA 2,01,JOAO COSTA RIBEIRO NETO ,7T2 Sábado 14:00 às 14:55,120,FD Auditório,370
FDD0279,FDD0279 - EXAME DE PROFICIÊNCIA 2,02,JOAO COSTA RIBEIRO NETO ,7T3 Sábado 14:55 às 15:50,120,FD Auditório,370
FDD0281,FDD0281 - DIREITO INTERNACIONAL DOS DIREITOS HUMANOS,01,ANTONIO SERGIO ESCRIVAO FILHO ,5M1234 ,30,FD A1 09,370
FDD0281,FDD0281 - DIREITO INTERNACIONAL DOS DIREITOS HUMANOS,02,ANTONIO SERGIO ESCRIVAO FILHO ,3T2345 ,35,FD A1 10,370
FDD0282,FDD0282 - FUNDAMENTOS DO DIREITO AMBIENTAL,01,GABRIELA GARCIA BATISTA LIMA MORAES ,35T45 ,40,FD AT 03,370
FED0001,FED0001 - GÊNERO E EDUCAÇÃO,01,ANA RAQUEL COSTA DIAS ,,90,MULTIPOLO,381
FED0039,FED0039 - INTRODUÇÃO À PEDAGOGIA,01,NATALIA MARIA SERTORI WALTENBERG ,6M1234 ,40,FE5S7,381
FED0039,FED0039 - INTRODUÇÃO À PEDAGOGIA,03,JANAINA ANGELINA TEIXEIRA ,3T2345 ,40,FE5S3,381
FED0039,FED0039 - INTRODUÇÃO À PEDAGOGIA,04,SHEYLA GOMES DE ALMEIDA ,4N1234 ,42,FE5 MULTIUSO BT8/15,381
FED0043,FED0043 - ESTÁGIO SUPERVISIONADO I: EDUCAÇÃO INFANTIL,01,VIVIANE FERNANDES FARIA PINTO ,67M1234 ,20,FE1S2,381
FED0043,FED0043 - ESTÁGIO SUPERVISIONADO I: EDUCAÇÃO INFANTIL,02,ETIENNE BALDEZ LOUZADA BARBOSA ,7M1234 6T2345 ,20,FE1S2,381
FED0043,FED0043 - ESTÁGIO SUPERVISIONADO I: EDUCAÇÃO INFANTIL,03,SHEYLA GOMES DE ALMEIDA ,7M1234 6T2345 ,20,FE1S3,381
FED0043,FED0043 - ESTÁGIO SUPERVISIONADO I: EDUCAÇÃO INFANTIL,04,MONIQUE APARECIDA VOLTARELLI ,67T2345 ,20,FE1S1,381
FED0043,FED0043 - ESTÁGIO SUPERVISIONADO I: EDUCAÇÃO INFANTIL,05,SHEYLA GOMES DE ALMEIDA ,7M1234 6N1234 ,20,FE1S1,381
FED0044,"FED0044 - PROJETOS DE ENSINO, PESQUISA E EXTENSÃO - PEPEX",01,ROSANGELA AZEVEDO CORREA ,3T2345 ,5,FE01S1,381
FED0045,FED0045 - ESTÁGIO SUPERVISIONADO II: ANOS INICIAIS,01,DAIANE APARECIDA ARAUJO DE OLIVEIRA ,7M12 2N1234 ,20,FE1S1,381
FED0045,FED0045 - ESTÁGIO SUPERVISIONADO II: ANOS INICIAIS,04,SILVIA ESTER ORRU ,37T2345 ,20,FE1S3,381
FED0045,FED0045 - ESTÁGIO SUPERVISIONADO II: ANOS INICIAIS,05,GERALDO EUSTAQUIO MOREIRA ,7M12 3T2345 ,15,FE1S2,381
FED0045,FED0045 - ESTÁGIO SUPERVISIONADO II: ANOS INICIAIS,06,NATALIA MARIA SERTORI WALTENBERG ,3M1234 7T2345 ,20,FE1S7,381
FED0046,FED0046 - EDUCAÇÃO EM GEOGRAFIA II,01,JOAO ROBERTO VIEIRA ,4T2345 ,40,FE5S5,381
FED0047,FED0047 - ESTÁGIO SUPERVISIONADO III: GESTÃO ESCOLAR,01,KATIA AUGUSTA CURADO PINHEIRO CORDEIRO DA SILVA ,4T1234 7N1234 ,20,FE1S2,381
FED0047,FED0047 - ESTÁGIO SUPERVISIONADO III: GESTÃO ESCOLAR,02,SHIRLEIDE PEREIRA DA SILVA CRUZ ,4M1234 7M123 ,20,FE1S2,381
FED0047,FED0047 - ESTÁGIO SUPERVISIONADO III: GESTÃO ESCOLAR,03,DANIELLE XABREGAS PAMPLONA NOGUEIRA ,7T234 3N1234 ,20,FE1S1,381
FED0050,FED0050 - ESTÁGIO SUPERVISIONADO IV: ESPAÇOS EDUCATIVOS NÃO-ESCOLARES,02,DEBORA FURTADO BARRERA ,7T23 3N1234 ,20,FE1S2,381
FED0050,FED0050 - ESTÁGIO SUPERVISIONADO IV: ESPAÇOS EDUCATIVOS NÃO-ESCOLARES,03,CAROLINE BAHNIUK ,7M12 4N1234 ,20,FE01S1,381
FED0050,FED0050 - ESTÁGIO SUPERVISIONADO IV: ESPAÇOS EDUCATIVOS NÃO-ESCOLARES,04,LIEGE GEMELLI KUCHENBECKER ,5M1234 7M12 ,20,FE1S2,381
FED0050,FED0050 - ESTÁGIO SUPERVISIONADO IV: ESPAÇOS EDUCATIVOS NÃO-ESCOLARES,05,CRISTINA MARIA COSTA LEITE ,7M12 2T2345 ,20,FE1S3,381
FED0197,FED0197 - AVALIAÇÃO ESCOLAR,01,MONIQUE APARECIDA VOLTARELLI ,,90,MULTIPOLO,381
FED0207,FED0207 - FORMAS DE EXPRESSÃO DA CRIANÇA DE 0 A 6 ANOS,01,ETIENNE BALDEZ LOUZADA BARBOSA ,,90,MULTIPOLO,381
FED0212,FED0212 - GESTÃO DAS ORGANIZAÇÕES EDUCATIVAS,01,FLAVIO BEZERRA DE SOUSA ,,90,MULTIPOLO,381
FED0214,FED0214 - TÓPICOS ESPECIAIS EM PSICOLOGIA DA EDUCAÇÃO,01,SILMARA CARINA DORNELAS MUNHOZ ,,90,MULTIPOLO,381
FED0237,FED0237 - ESTÁGIO SUPERVISIONADO II: ANOS INICIAIS ( CRIANÇAS OU ADULTOS/EJAI),01,A DEFINIR DOCENTE,,80,MULTIPOLO,381
FED0237,FED0237 - ESTÁGIO SUPERVISIONADO II: ANOS INICIAIS ( CRIANÇAS OU ADULTOS/EJAI),02,RAQUEL DE ALMEIDA MORAES ,,90,MULTIPOLO,381
MTC0002,"MTC0002 - EDUCAÇÃO, TECNOLOGIA E COMUNICAÇÃO",01,TEL AMIEL ,2T2345 ,40,FE5S9,381
MTC0002,"MTC0002 - EDUCAÇÃO, TECNOLOGIA E COMUNICAÇÃO",02,GILBERTO LACERDA DOS SANTOS ,2N1234 ,42,FE5S6,381
MTC0002,"MTC0002 - EDUCAÇÃO, TECNOLOGIA E COMUNICAÇÃO",03,CLAUDIA GUILMAR LINHARES SANZ ,5M1234 ,40,FE5S9,381
MTC0003,MTC0003 - PROCESSOS DE ALFABETIZAÇÃO E LETRAMENTO,01,RONI IVAN ROCHA DE OLIVEIRA ,4N1234 ,40,FE5S6,381
MTC0003,MTC0003 - PROCESSOS DE ALFABETIZAÇÃO E LETRAMENTO,02,RONI IVAN ROCHA DE OLIVEIRA ,2M1234 ,40,FE5S6,381
MTC0003,MTC0003 - PROCESSOS DE ALFABETIZAÇÃO E LETRAMENTO,03,PAULO HENRIQUE PEREIRA SILVA DE FELIPE ,2T2345 ,40,FE5S6,381
MTC0004,"MTC0004 - EDUCAÇÃO DE JOVENS, ADULTOS E IDOSOS",01,RODRIGO MATOS DE SOUZA ,5M1234 Quinta-feira 08:00 às 11:50,40,FE5S10,381
MTC0004,"MTC0004 - EDUCAÇÃO DE JOVENS, ADULTOS E IDOSOS",02,MARIA CLARISSE VIEIRA ,3T2345 ,40,FE05 SALA MULTIUSO BT08/15,381
MTC0004,"MTC0004 - EDUCAÇÃO DE JOVENS, ADULTOS E IDOSOS",03,MARIA CLARISSE VIEIRA ,5N1234 ,40,FE5S4,381
MTC0005,MTC0005 - TÓPICOS ESPECIAIS DE LINGUAGEM E LITERATURA,01,PAULA MARIA COBUCCI RIBEIRO DIAS ,4M1234 ,15,FE1S1,381
MTC0012,MTC0012 - DIDÁTICA FUNDAMENTAL,01,MARIA EMILIA GONZAGA DE SOUZA ,3N1234 ,40,FE5S10,381
MTC0012,MTC0012 - DIDÁTICA FUNDAMENTAL,02,GUSTAVO MACHADO TOMAZI ,3M1234 ,40,FE5S11,381
MTC0012,MTC0012 - DIDÁTICA FUNDAMENTAL,03,MARCELO FABIANO RODRIGUES PEREIRA ,4N1234 ,40,FE5S11,381
MTC0012,MTC0012 - DIDÁTICA FUNDAMENTAL,04,MARIA EMILIA GONZAGA DE SOUZA ,2N1234 ,40,FE5S11,381
MTC0012,MTC0012 - DIDÁTICA FUNDAMENTAL,05,IREUDA DA COSTA MOURÃO ,4T2345 ,40,FE5S11,381
MTC0012,MTC0012 - DIDÁTICA FUNDAMENTAL,06,GUSTAVO MACHADO TOMAZI ,2T2345 ,40,FE5S11,381
MTC0012,MTC0012 - DIDÁTICA FUNDAMENTAL,07,OTILIA MARIA ALVES DA NOBREGA ALBERTO DANTAS ,2M1234 ,40,FE5S11,381
MTC0012,MTC0012 - DIDÁTICA FUNDAMENTAL,08,GUSTAVO MACHADO TOMAZI ,5M1234 ,40,FE5S3,381
MTC0012,MTC0012 - DIDÁTICA FUNDAMENTAL,09,MARCELO FABIANO RODRIGUES PEREIRA ,5T2345 ,40,FE5S7,381
MTC0012,MTC0012 - DIDÁTICA FUNDAMENTAL,10,OTILIA MARIA ALVES DA NOBREGA ALBERTO DANTAS ,4M1234 ,40,FE5S11,381
MTC0012,MTC0012 - DIDÁTICA FUNDAMENTAL,11,IREUDA DA COSTA MOURÃO ,3T2345 ,40,FE5S10,381
MTC0012,MTC0012 - DIDÁTICA FUNDAMENTAL,12,GUSTAVO MACHADO TOMAZI ,5N1234 ,40,FE5S8,381
MTC0021,MTC0021 - CURRÍCULO,01,EDILEUZA FERNANDES DA SILVA ,2T2345 ,40,FE5S7,381
MTC0021,MTC0021 - CURRÍCULO,02,EDILEUZA FERNANDES DA SILVA ,3M1234 Terça-feira 08:00 às 11:50,40,FE5S4,381
MTC0021,MTC0021 - CURRÍCULO,03,FRANCISCO THIAGO SILVA ,4N1234 Quarta-feira 19:00 às 22:30,40,FE5S4,381
MTC0035,MTC0035 - AVALIAÇÃO ESCOLAR,01,KATIA AUGUSTA CURADO PINHEIRO CORDEIRO DA SILVA ,2M1234 ,40,BT9/13,381
MTC0035,MTC0035 - AVALIAÇÃO ESCOLAR,02,ROSANA CESAR DE ARRUDA FERNANDES ,3N1234 ,40,FE5S8,381
MTC0035,MTC0035 - AVALIAÇÃO ESCOLAR,03,ROSANA CESAR DE ARRUDA FERNANDES ,2T2345 Segunda-feira 14:00 às 17:50,40,FE5S4,381
MTC0039,MTC0039 - EDUCAÇÃO INFANTIL,01,VIVIANE FERNANDES FARIA PINTO ,5M1234 Quinta-feira 08:00 às 11:50,40,FE5S11,381
MTC0039,MTC0039 - EDUCAÇÃO INFANTIL,02,ETIENNE BALDEZ LOUZADA BARBOSA ,5N1234 ,40,FE5S11,381
MTC0039,MTC0039 - EDUCAÇÃO INFANTIL,03,MONIQUE APARECIDA VOLTARELLI ,5T2345 Quinta-feira 14:00 às 17:50,40,FE5S11,381
MTC0045,MTC0045 - EDUCAÇÃO ABERTA,01,TEL AMIEL ,4M1234 ,40,FE5 BT08/15,381
MTC0053,MTC0053 - ENSINO E APRENDIZAGEM DA LÍNGUA MATERNA,01,RONI IVAN ROCHA DE OLIVEIRA ,3T2345 ,40,FE5S8,381
MTC0053,MTC0053 - ENSINO E APRENDIZAGEM DA LÍNGUA MATERNA,02,RONI IVAN ROCHA DE OLIVEIRA ,2N1234 ,40,FE 5 - SALA 3,381
MTC0053,MTC0053 - ENSINO E APRENDIZAGEM DA LÍNGUA MATERNA,03,PAULA MARIA COBUCCI RIBEIRO DIAS ,3M1234 ,40,FE5 BT9/13,381
MTC0055,MTC0055 - EDUCAÇÃO MATEMÁTICA 1,01,EDVONETE SOUZA DE ALENCAR ,4M1234 ,35,FE5S6,381
MTC0055,MTC0055 - EDUCAÇÃO MATEMÁTICA 1,02,GERALDO EUSTAQUIO MOREIRA ,3N1234 ,35,FE5S6,381
MTC0055,MTC0055 - EDUCAÇÃO MATEMÁTICA 1,03,EDVONETE SOUZA DE ALENCAR ,4T2345 ,35,FE5S6,381
MTC0056,"MTC0056 - ARTE, PEDAGOGIA E CULTURA",01,ETIENNE BALDEZ LOUZADA BARBOSA ,5T2345 ,40,FE5S3,381
MTC0059,"MTC0059 - ENSINO DE HISTÓRIA, IDENTIDADE E CIDADANIA",01,RENATA SILVA ALMENDRA ,4T2345 ,40,FE5S9,381
MTC0059,"MTC0059 - ENSINO DE HISTÓRIA, IDENTIDADE E CIDADANIA",02,RENISIA CRISTINA GARCIA FILICE ,5M1234 ,40,FE5S6,381
MTC0059,"MTC0059 - ENSINO DE HISTÓRIA, IDENTIDADE E CIDADANIA",03,RENATA SILVA ALMENDRA ,3N1234 ,40,FE5S5,381
MTC0061,MTC0061 - EDUCAÇÃO EM GEOGRAFIA,01,MARIA LIDIA BUENO FERNANDES ,4N1234 ,40,FE5S5,381
MTC0061,MTC0061 - EDUCAÇÃO EM GEOGRAFIA,02,CRISTINA MARIA COSTA LEITE ,4M1234 Quarta-feira 08:00 às 11:50,40,FE5S5,381
MTC0061,MTC0061 - EDUCAÇÃO EM GEOGRAFIA,03,JOAO ROBERTO VIEIRA ,5T2345 ,40,FE5S5,381
MTC0067,MTC0067 - ENSINO DE CIÊNCIA E TECNOLOGIA 1,01,RONI IVAN ROCHA DE OLIVEIRA ,5N1234 ,25,LABORATÓRIO PEDAGÓGICO DE CIÊNCIAS,381
MTC0067,MTC0067 - ENSINO DE CIÊNCIA E TECNOLOGIA 1,02,HELIO JOSE SANTOS MAIA ,2M1234 ,25,LABORATÓRIO PEDAGÓGICO DE CIÊNCIAS,381
MTC0067,MTC0067 - ENSINO DE CIÊNCIA E TECNOLOGIA 1,03,JANIELLE DA SILVA MELO RABELO ,2T2345 ,25,LABORATÓRIO PEDAGÓGICO DE CIÊNCIAS,381
MTC0087,"MTC0087 - EDUCAÇÃO, MÍDIA E SOCIEDADE",01,CLAUDIA GUILMAR LINHARES SANZ ,5T2345 ,40,FE5 S9,381
MTC0091,MTC0091 - PRÁTICAS MEDIÁTICAS NA EDUCAÇÃO,01,GILBERTO LACERDA DOS SANTOS ,5T2345 ,20,Laboratório Ábaco - no subsolo do prédio FE3,381
MTC0149,MTC0149 - FUNDAMENTOS DA LINGUAGEM MUSICAL NA EDUCAÇÃO,01,PATRICIA LIMA MARTINS PEDERIVA ,5T2345 ,40,FE5 BT8/15 MULTIUSO,381
MTC0165,MTC0165 - EDUCAÇÃO EM ARTES,01,DAIANE APARECIDA ARAUJO DE OLIVEIRA ,6M1234 ,40,FE5 MULTIUSO BT8/15,381
PAD0028,PAD0028 - ORGANIZAÇÃO DA EDUCAÇÃO BRASILEIRA,01,MARIA ZELIA BORBA ROCHA ,4T2345 ,40,BT9/13,381
PAD0028,PAD0028 - ORGANIZAÇÃO DA EDUCAÇÃO BRASILEIRA,02,SHIRLEIDE PEREIRA DA SILVA CRUZ ,2N1234 ,40,FE5S8,381
PAD0028,PAD0028 - ORGANIZAÇÃO DA EDUCAÇÃO BRASILEIRA,03,MARDEM RIBEIRO ROCHA BARBOSA ,6N1234 ,46,FE5S9,381
PAD0028,PAD0028 - ORGANIZAÇÃO DA EDUCAÇÃO BRASILEIRA,04,ANA SHEILA FERNANDES COSTA ,5T2345 ,40,FE5S8,381
PAD0028,PAD0028 - ORGANIZAÇÃO DA EDUCAÇÃO BRASILEIRA,06,MARDEM RIBEIRO ROCHA BARBOSA ,35N12 ,40,FE5S9,381
PAD0028,PAD0028 - ORGANIZAÇÃO DA EDUCAÇÃO BRASILEIRA,07,MARIA ZELIA BORBA ROCHA ,6M1234 ,40,FE5S10,381
PAD0028,PAD0028 - ORGANIZAÇÃO DA EDUCAÇÃO BRASILEIRA,09,SHIRLEIDE PEREIRA DA SILVA CRUZ ,6M1234 ,40,FE5S9,381
PAD0028,PAD0028 - ORGANIZAÇÃO DA EDUCAÇÃO BRASILEIRA,10,MARDEM RIBEIRO ROCHA BARBOSA ,35N34 ,40,FE5S9,381
PAD0028,PAD0028 - ORGANIZAÇÃO DA EDUCAÇÃO BRASILEIRA,11,KATIA AUGUSTA CURADO PINHEIRO CORDEIRO DA SILVA ,2T2345 ,40,FE5S8,381
PAD0028,PAD0028 - ORGANIZAÇÃO DA EDUCAÇÃO BRASILEIRA,12,FLAVIO BEZERRA DE SOUSA ,2N1234 ,46,FE5S7,381
PAD0028,PAD0028 - ORGANIZAÇÃO DA EDUCAÇÃO BRASILEIRA,13,ANA SHEILA FERNANDES COSTA ,3M1234 ,40,FE5S5,381
PAD0028,PAD0028 - ORGANIZAÇÃO DA EDUCAÇÃO BRASILEIRA,14,JANAINA ANGELINA TEIXEIRA ,24M34 ,40,FE510,381
PAD0031,PAD0031 - POLITICAS PÚBLICAS DE EDUCAÇÃO,01,ANA MARIA DE ALBUQUERQUE MOREIRA ,5T2345 ,40,FE1S4,381
PAD0031,PAD0031 - POLITICAS PÚBLICAS DE EDUCAÇÃO,02,ANA MARIA DE ALBUQUERQUE MOREIRA ,5M1234 ,40,FE5S5,381
PAD0031,PAD0031 - POLITICAS PÚBLICAS DE EDUCAÇÃO,03,ANDREIA MELLO LACE ,5N1234 ,40,FE5S7,381
PAD0076,PAD0076 - AVALIAÇÃO NAS ORGANIZAÇÕES EDUCATIVAS,01,MARDEM RIBEIRO ROCHA BARBOSA ,2M1234 ,40,FE5S7,381
PAD0076,PAD0076 - AVALIAÇÃO NAS ORGANIZAÇÕES EDUCATIVAS,02,JOSE VIEIRA DE SOUSA ,2T2345 ,40,FE1S4,381
PAD0076,PAD0076 - AVALIAÇÃO NAS ORGANIZAÇÕES EDUCATIVAS,03,FLAVIO BEZERRA DE SOUSA ,4N1234 ,40,FE5S7,381
PAD0080,PAD0080 - GESTÃO DAS ORGANIZAÇÕES EDUCATIVAS,01,ANDREIA MELLO LACE ,4M1234 ,40,FE5S7,381
PAD0080,PAD0080 - GESTÃO DAS ORGANIZAÇÕES EDUCATIVAS,02,CATARINA DE ALMEIDA SANTOS ,4T2345 ,40,BT8/15,381
PAD0080,PAD0080 - GESTÃO DAS ORGANIZAÇÕES EDUCATIVAS,03,CATARINA DE ALMEIDA SANTOS ,4N1234 ,40,FE5S3,381
TEF0001,TEF0001 - ESCOLARIZAÇÃO DE SURDOS E LIBRAS,01,RAINRI BACK DOS SANTOS ,6M1234 ,40,FE5S3,381
TEF0001,TEF0001 - ESCOLARIZAÇÃO DE SURDOS E LIBRAS,02,CANDIDA BEATRIZ ALVES ,6T2345 ,40,FE5S3,381
TEF0001,TEF0001 - ESCOLARIZAÇÃO DE SURDOS E LIBRAS,03,CANDIDA BEATRIZ ALVES ,6N1234 ,40,FE5S3,381
TEF0002,"TEF0002 - INFÂNCIA, CRIANÇA E EDUCAÇÃO",01,NATALIA MARIA SERTORI WALTENBERG ,5T2345 ,40,BT9/13,381
TEF0002,"TEF0002 - INFÂNCIA, CRIANÇA E EDUCAÇÃO",02,SILVIA ESTER ORRU ,6N1234 ,40,BT9/13,381
TEF0002,"TEF0002 - INFÂNCIA, CRIANÇA E EDUCAÇÃO",03,FRANCISCO JOSE RENGIFO HERRERA ,4M1234 ,40,FE5-S9,381
TEF0003,TEF0003 - EDUCAÇÃO INCLUSIVA,01,CANDIDA BEATRIZ ALVES ,2N1234 ,40,FE5S4,381
TEF0003,TEF0003 - EDUCAÇÃO INCLUSIVA,02,SINARA POLLOM ZARDO ,4T2345 Quarta-feira 14:00 às 17:50,40,FE5S3,381
TEF0003,TEF0003 - EDUCAÇÃO INCLUSIVA,03,FATIMA LUCILIA VIDAL RODRIGUES ,5M1234 ,40,FE5S4,381
TEF0003,TEF0003 - EDUCAÇÃO INCLUSIVA,05,FATIMA LUCILIA VIDAL RODRIGUES ,3M1234 ,40,FE5S3,381
TEF0006,TEF0006 - TÓPICOS ESPECIAIS DE FILOSOFIA DA EDUCAÇÃO,01,LUCIANA DE MELLO GOMIDE ,4T2345 ,40,FE5S8,381
TEF0006,TEF0006 - TÓPICOS ESPECIAIS DE FILOSOFIA DA EDUCAÇÃO,02,LUCIANA DE MELLO GOMIDE ,4N1234 ,40,FE5S8,381
TEF0011,TEF0011 - PSICOLOGIA DA EDUCAÇÃO,01,SANDRA FERRAZ DE CASTILLO DOURADO FREIRE ,2N1234 ,40,FE5S10,381
TEF0011,TEF0011 - PSICOLOGIA DA EDUCAÇÃO,03,DANIEL MAGALHAES GOULART ,3M1234 ,40,FE5S10,381
TEF0011,TEF0011 - PSICOLOGIA DA EDUCAÇÃO,04,FRANCISCO JOSE RENGIFO HERRERA ,5T2345 ,40,FE5S6,381
TEF0011,TEF0011 - PSICOLOGIA DA EDUCAÇÃO,05,TATIANA YOKOY DE SOUZA ,4M1234 ,40,BT9/13,381
TEF0011,TEF0011 - PSICOLOGIA DA EDUCAÇÃO,06,ALIA MARIA BARRIOS GONZALEZ ,4N1234 ,40,FE5S09,381
TEF0011,TEF0011 - PSICOLOGIA DA EDUCAÇÃO,07,DANIEL MAGALHAES GOULART ,2T2345 ,40,FE5S5,381
TEF0011,TEF0011 - PSICOLOGIA DA EDUCAÇÃO,08,NATALIA MARIA SERTORI WALTENBERG ,6T2345 ,40,FE5S10,381
TEF0011,TEF0011 - PSICOLOGIA DA EDUCAÇÃO,09,ALIA MARIA BARRIOS GONZALEZ ,4T2345 ,40,FE5S4,381
TEF0011,TEF0011 - PSICOLOGIA DA EDUCAÇÃO,10,TATIANA YOKOY DE SOUZA ,2M1234 ,40,FE5S9,381
TEF0011,TEF0011 - PSICOLOGIA DA EDUCAÇÃO,11,SILMARA CARINA DORNELAS MUNHOZ ,6N1234 ,40,FE5S10,381
TEF0011,TEF0011 - PSICOLOGIA DA EDUCAÇÃO,12,SILMARA CARINA DORNELAS MUNHOZ ,5N1234 ,42,FE5S10,381
TEF0013,TEF0013 - SOCIOLOGIA DA EDUCAÇÃO,01,CARLOS ALBERTO LOPES DE SOUSA ,2T2345 Segunda-feira 14:00 às 17:50,40,FE5S10,381
TEF0013,TEF0013 - SOCIOLOGIA DA EDUCAÇÃO,02,CANDIDA BEATRIZ ALVES ,3M1234 ,40,FE5-S9,381
TEF0013,TEF0013 - SOCIOLOGIA DA EDUCAÇÃO,03,ERLANDO DA SILVA RESES ,5N1234 ,40,FE5S3,381
TEF0015,TEF0015 - HISTORIA DA EDUCACAO,01,JUAREZ JOSE TUCHINSKI DOS ANJOS ,6M1234 ,40,FE5S4,381
TEF0015,TEF0015 - HISTORIA DA EDUCACAO,02,LUIZ FERNANDO RODRIGUES LOPES ,6T2345 ,40,FE5S5,381
TEF0015,TEF0015 - HISTORIA DA EDUCACAO,03,LUIZ FERNANDO RODRIGUES LOPES ,4N1234 ,40,FE5S10,381
TEF0021,TEF0021 - FILOSOFIA DA EDUCAÇÃO,01,BENEDETTA BISOL ,6T2345 ,40,FE5S11,381
